,location,bhk,total_sqft,bath,price,encoded_loc
7032,Kanakpura Road,3,1100.0,3.0,58.0,128
7033,others,3,1780.0,3.0,100.0,232
7034,Panathur,2,1050.0,2.0,60.0,181
7035,Marathahalli,4,3951.0,4.0,230.0,162
7036,Bellandur,3,2500.0,4.0,112.0,40
7037,others,2,1050.0,2.0,49.5,232
7038,Anjanapura,3,1843.0,3.0,87.54,18
7039,Somasundara Palya,2,1186.0,2.0,76.0,204
7040,Haralur Road,1,560.0,1.0,45.0,90
7041,Yelahanka,3,1823.0,3.0,103.0,228
7042,others,3,1310.0,3.0,90.0,232
7043,Varthur,3,1520.0,2.0,60.0,219
7044,Bhoganhalli,3,1610.0,3.0,74.03,43
7045,Whitefield,3,1500.0,3.0,78.57,226
7046,LB Shastri Nagar,3,1400.0,2.0,80.0,152
7047,HRBR Layout,3,1625.0,3.0,120.0,88
7048,Talaghattapura,2,1100.0,2.0,32.0,210
7049,Bannerghatta Road,2,1000.0,2.0,50.0,34
7050,Old Airport Road,4,2774.0,4.0,197.0,177
7051,Yeshwanthpur,1,994.0,2.0,54.67,231
7052,Kaggadasapura,3,1455.0,3.0,75.0,119
7053,Lakshminarayana Pura,2,1172.0,2.0,75.0,154
7054,Hennur,3,1935.0,3.0,102.0,95
7055,Rachenahalli,3,1856.0,3.0,106.0,185
7056,Uttarahalli,2,900.0,2.0,35.0,218
7057,Raja Rajeshwari Nagar,3,1757.0,3.0,98.0,186
7058,Kudlu,2,1027.0,2.0,44.0,148
7059,Whitefield,3,1626.0,3.0,85.0,226
7060,others,2,1200.0,2.0,54.0,232
7061,Hoodi,3,1559.0,3.0,81.55,97
7062,Amruthahalli,2,1190.0,2.0,50.0,14
7063,KR Puram,2,1200.0,2.0,72.0,116
7064,Harlur,2,1174.0,2.0,74.0,91
7065,Kanakpura Road,2,1140.0,2.0,65.0,128
7066,others,3,1603.0,2.0,125.0,232
7067,Subramanyapura,3,1278.0,3.0,70.0,207
7068,Banashankari Stage III,2,1085.0,2.0,50.0,28
7069,Whitefield,2,1195.0,2.0,61.36,226
7070,others,1,450.0,1.0,30.0,232
7071,Kenchenahalli,2,1165.0,2.0,45.0,135
7072,Kanakpura Road,3,1452.0,3.0,60.0,128
7073,Sarjapur  Road,1,702.0,1.0,52.0,196
7074,Banashankari,2,1020.0,2.0,42.83,26
7075,Devanahalli,2,1340.0,2.0,65.0,65
7076,Marathahalli,2,1125.0,2.0,54.8,162
7077,others,2,1160.0,2.0,40.53,232
7078,Vidyaranyapura,2,1050.0,2.0,50.0,221
7079,JP Nagar,3,1960.0,3.0,138.0,110
7080,others,2,1200.0,3.0,52.0,232
7081,Old Airport Road,4,3496.0,4.0,262.0,177
7082,Electronic City,2,975.0,2.0,32.0,74
7083,Kudlu,3,1700.0,3.0,125.0,148
7084,others,2,1275.0,2.0,69.0,232
7085,Yeshwanthpur,1,650.0,1.0,40.0,231
7086,Kasavanhalli,2,1495.0,2.0,110.0,131
7087,Hebbal,2,1200.0,2.0,48.0,92
7088,Sarjapura - Attibele Road,5,3750.0,6.0,295.0,197
7089,Hennur Road,3,1679.0,3.0,94.86,96
7090,Kaval Byrasandra,3,1450.0,3.0,75.0,134
7091,Balagere,2,1210.0,2.0,82.0,25
7092,others,3,1300.0,2.0,51.0,232
7093,Judicial Layout,2,1165.0,2.0,49.61,115
7094,Channasandra,2,1115.0,2.0,35.8,56
7095,BTM Layout,1,450.0,1.0,20.0,23
7096,Electronics City Phase 1,2,1170.0,2.0,62.0,76
7097,Marathahalli,3,1700.0,3.0,126.0,162
7098,Malleshpalya,2,1245.0,2.0,55.0,160
7099,Kanakapura,2,1017.0,2.0,66.0,127
7100,Sarjapur  Road,2,1242.0,2.0,75.0,196
7101,Yelahanka,3,1792.0,3.0,104.0,228
7102,others,3,1275.0,3.0,55.0,232
7103,Electronic City,1,605.0,1.0,22.0,74
7104,Electronics City Phase 1,3,1450.0,3.0,79.0,76
7105,Bommenahalli,3,1232.0,3.0,96.0,50
7106,Laggere,5,1800.0,5.0,70.0,153
7107,others,1,900.0,1.0,52.3,232
7108,Kaggadasapura,2,1200.0,2.0,40.0,119
7109,Uttarahalli,2,1065.0,2.0,42.6,218
7110,others,2,1075.0,2.0,48.38,232
7111,others,2,780.0,2.0,31.0,232
7112,Ramagondanahalli,3,1910.0,3.0,150.0,189
7113,Raja Rajeshwari Nagar,3,1530.0,3.0,64.0,186
7114,Bhoganhalli,4,2439.0,5.0,170.0,43
7115,others,2,1088.0,2.0,43.5,232
7116,Raja Rajeshwari Nagar,3,1587.0,3.0,73.8,186
7117,Kaggadasapura,2,1045.0,2.0,55.0,119
7118,Yelahanka,2,1304.0,2.0,69.97,228
7119,Whitefield,2,1100.0,2.0,65.0,226
7120,Hennur Road,3,1482.0,2.0,68.9,96
7121,Devanahalli,3,2125.0,3.0,107.0,65
7122,others,2,1194.0,2.0,45.0,232
7123,Kengeri,2,1200.0,2.0,42.0,136
7124,others,2,1070.0,2.0,32.99,232
7125,Whitefield,2,1100.0,2.0,46.5,226
7126,Whitefield,3,1270.0,2.0,65.0,226
7127,others,2,1000.0,2.0,31.0,232
7128,Vittasandra,2,1246.0,2.0,69.0,225
7129,Raja Rajeshwari Nagar,3,1529.0,3.0,51.77,186
7130,Thanisandra,2,1185.0,2.0,42.0,211
7131,Gubbalala,2,1060.0,2.0,46.0,84
7132,Ananth Nagar,3,1319.0,3.0,37.75,16
7133,Kaikondrahalli,2,991.0,2.0,64.0,121
7134,Thanisandra,1,662.0,1.0,38.0,211
7135,others,3,1400.0,2.0,78.0,232
7136,Talaghattapura,3,1575.0,3.0,80.0,210
7137,Ananth Nagar,3,1319.0,3.0,42.0,16
7138,Electronics City Phase 1,2,940.0,2.0,48.0,76
7139,Bharathi Nagar,2,1349.0,2.0,56.7,42
7140,HSR Layout,3,1844.0,3.0,95.0,89
7141,Sarjapur  Road,3,2275.0,4.0,185.0,196
7142,Varthur Road,2,1140.0,2.0,49.11,220
7143,Banashankari,3,1372.0,2.0,48.02,26
7144,others,3,1455.0,2.0,45.0,232
7145,Hebbal,2,1100.0,2.0,38.0,92
7146,others,3,1475.0,3.0,80.0,232
7147,Kudlu Gate,3,1850.0,3.0,120.0,149
7148,Marathahalli,3,1315.0,2.0,60.0,162
7149,others,3,1721.0,3.0,93.0,232
7150,Sonnenahalli,2,1059.0,2.0,62.0,206
7151,Kadubeesanahalli,2,1184.0,2.0,55.0,117
7152,others,3,1480.0,3.0,75.0,232
7153,Kodigehalli,2,635.0,1.0,28.0,141
7154,JP Nagar,4,1500.0,2.0,87.0,110
7155,Hosa Road,2,1143.0,2.0,34.2,101
7156,Kanakpura Road,4,3170.0,4.0,250.0,128
7157,Kothannur,3,1485.0,2.0,59.4,146
7158,Hennur,3,1655.0,2.0,70.5,95
7159,others,2,900.0,2.0,41.0,232
7160,others,2,1163.0,2.0,68.0,232
7161,Hennur Road,3,1654.0,3.0,97.8,96
7162,Bellandur,3,1685.0,3.0,101.0,40
7163,Banashankari,3,1540.0,3.0,80.0,26
7164,Thanisandra,2,1265.0,2.0,72.0,211
7165,Kasavanhalli,3,1200.0,2.0,38.4,131
7166,others,3,1300.0,2.0,80.0,232
7167,Sultan Palaya,2,1009.0,2.0,65.0,208
7168,others,3,1540.0,3.0,65.0,232
7169,Bellandur,3,1735.0,3.0,105.0,40
7170,Electronic City,2,1142.0,2.0,35.0,74
7171,others,3,1215.0,2.0,46.8,232
7172,Electronic City,2,1070.0,2.0,48.0,74
7173,Electronic City Phase II,2,1125.0,2.0,32.49,75
7174,Bommasandra Industrial Area,2,1125.0,2.0,32.49,49
7175,Kasavanhalli,2,1575.0,2.0,85.0,131
7176,Hosa Road,2,1360.0,2.0,77.61,101
7177,Haralur Road,3,1710.0,3.0,85.0,90
7178,Electronic City Phase II,2,1200.0,2.0,34.65,75
7179,Bannerghatta Road,4,2185.0,3.0,120.0,34
7180,others,4,2400.0,4.0,135.0,232
7181,Banashankari,2,1195.0,2.0,35.84,26
7182,Bannerghatta Road,2,1012.0,2.0,45.0,34
7183,others,2,998.0,2.0,65.0,232
7184,7th Phase JP Nagar,2,1130.0,2.0,85.0,6
7185,Karuna Nagar,3,1354.0,2.0,98.0,130
7186,Brookefield,2,1389.0,2.0,94.0,51
7187,Sarjapur,4,2970.0,3.0,130.0,195
7188,Lakshminarayana Pura,2,1172.0,2.0,75.0,154
7189,Kaggadasapura,3,1495.0,3.0,60.0,119
7190,Varthur,2,1738.0,2.0,57.35,219
7191,Dodda Nekkundi,2,1315.0,2.0,50.0,67
7192,Marathahalli,2,1270.0,2.0,73.0,162
7193,Electronic City Phase II,2,1160.0,2.0,52.2,75
7194,Raja Rajeshwari Nagar,3,1450.0,2.0,67.0,186
7195,Rayasandra,1,470.0,1.0,21.0,191
7196,others,2,1040.0,2.0,78.0,232
7197,others,3,1215.0,2.0,50.0,232
7198,Whitefield,2,1135.0,2.0,58.0,226
7199,8th Phase JP Nagar,3,1224.0,2.0,48.95,7
7200,Budigere,1,664.0,1.0,34.0,52
7201,Electronic City,3,1160.0,2.0,42.0,74
7202,Bommasandra Industrial Area,3,1220.0,2.0,35.2,49
7203,Bharathi Nagar,2,1328.0,2.0,69.0,42
7204,others,2,975.0,2.0,45.0,232
7205,Malleshwaram,2,900.0,2.0,72.0,161
7206,others,2,1330.0,2.0,80.0,232
7207,Rajiv Nagar,4,2330.0,5.0,175.0,188
7208,Munnekollal,3,1222.0,3.0,95.0,165
7209,Sarjapur  Road,3,2100.0,3.0,135.0,196
7210,others,3,1320.0,2.0,95.0,232
7211,others,5,8000.0,5.0,550.0,232
7212,Hosur Road,4,2000.0,4.0,130.0,104
7213,Electronic City Phase II,2,1244.0,2.0,55.0,75
7214,others,2,1000.0,2.0,50.0,232
7215,others,3,1400.0,3.0,45.0,232
7216,others,2,1000.0,2.0,35.0,232
7217,others,2,1225.0,2.0,48.0,232
7218,Hebbal,4,2790.0,5.0,198.0,92
7219,Seegehalli,3,1683.0,3.0,80.0,200
7220,Yelahanka,2,1250.0,2.0,54.0,228
7221,Kaggalipura,3,1150.0,2.0,57.5,120
7222,Kaggadasapura,3,1654.0,3.0,70.0,119
7223,others,4,4500.0,3.0,225.0,232
7224,Kadugodi,3,1890.0,4.0,125.0,118
7225,Kasavanhalli,2,1069.0,2.0,55.0,131
7226,Hormavu,3,2400.0,3.0,177.0,100
7227,7th Phase JP Nagar,3,1680.0,3.0,130.0,6
7228,Sarjapur  Road,3,1700.0,3.0,93.5,196
7229,others,4,2200.0,2.0,150.0,232
7230,Thanisandra,3,1595.0,3.0,105.0,211
7231,Hennur Road,3,1480.0,3.0,100.0,96
7232,Banashankari,3,1683.0,3.0,115.0,26
7233,Banaswadi,2,1340.0,2.0,73.0,31
7234,others,3,1100.0,3.0,53.0,232
7235,Whitefield,2,1185.0,2.0,56.0,226
7236,Haralur Road,3,1730.0,3.0,95.0,90
7237,Hennur Road,3,1450.0,3.0,88.6,96
7238,Sarjapur  Road,3,1862.0,4.0,110.0,196
7239,others,2,1170.0,2.0,50.0,232
7240,others,2,1075.0,2.0,50.0,232
7241,Kodichikkanahalli,2,1060.0,2.0,34.0,139
7242,Sarjapur,2,850.0,2.0,32.0,195
7243,others,2,935.0,2.0,45.9,232
7244,Gollarapalya Hosahalli,4,1905.0,3.0,86.0,81
7245,Chikkabanavar,4,1500.0,4.0,105.0,58
7246,Bannerghatta Road,3,1725.0,3.0,85.0,34
7247,others,2,1120.0,2.0,36.0,232
7248,Brookefield,3,1750.0,2.0,75.0,51
7249,7th Phase JP Nagar,3,2000.0,3.0,77.0,6
7250,Koramangala,3,1745.0,3.0,98.0,145
7251,Uttarahalli,3,1270.0,2.0,55.25,218
7252,Iblur Village,5,5384.0,5.0,420.0,108
7253,Sahakara Nagar,2,1180.0,2.0,72.0,192
7254,others,2,1130.0,2.0,75.0,232
7255,Ardendale,3,1723.0,3.0,95.0,19
7256,Mysore Road,2,1175.0,2.0,70.5,167
7257,Ambalipura,3,1607.0,2.0,112.0,12
7258,others,2,1334.0,2.0,62.0,232
7259,Vishwapriya Layout,5,2800.0,5.0,130.0,224
7260,Bannerghatta,2,1113.0,2.0,70.0,33
7261,9th Phase JP Nagar,3,1300.0,2.0,58.0,8
7262,Sahakara Nagar,2,1200.0,2.0,60.0,192
7263,Whitefield,4,2956.0,5.0,234.0,226
7264,Panathur,2,1398.0,2.0,97.0,181
7265,Margondanahalli,2,1152.0,1.0,66.0,163
7266,Nagavara,2,1110.0,2.0,44.95,172
7267,Devarachikkanahalli,2,1116.0,2.0,47.0,66
7268,Babusapalaya,2,1061.0,2.0,33.84,24
7269,Yelahanka,2,1270.0,2.0,57.0,228
7270,others,2,966.0,2.0,50.0,232
7271,Iblur Village,4,3596.0,5.0,297.0,108
7272,others,3,1630.0,3.0,131.0,232
7273,Amruthahalli,2,1202.0,2.0,65.0,14
7274,Jakkur,2,1300.0,2.0,80.0,111
7275,Electronic City,3,1360.0,2.0,70.0,74
7276,Hennur Road,2,1155.0,2.0,69.18,96
7277,Hulimavu,2,1011.0,2.0,38.0,105
7278,HSR Layout,2,1203.0,2.0,72.0,89
7279,Hebbal,3,1645.0,3.0,113.0,92
7280,Horamavu Agara,3,1364.0,2.0,50.0,98
7281,others,1,1050.0,2.0,41.0,232
7282,Kothanur,3,1365.0,3.0,66.0,147
7283,Jigani,3,1252.0,3.0,70.0,114
7284,Panathur,2,1065.0,2.0,58.0,181
7285,Uttarahalli,3,1270.0,2.0,55.25,218
7286,Sahakara Nagar,2,1032.0,2.0,45.0,192
7287,Sector 2 HSR Layout,3,1515.0,2.0,69.0,198
7288,others,2,1427.0,2.0,52.0,232
7289,Magadi Road,2,940.0,2.0,50.0,156
7290,Bannerghatta Road,3,1460.0,2.0,80.0,34
7291,Sarjapur  Road,3,2275.0,4.0,175.0,196
7292,9th Phase JP Nagar,3,1522.0,3.0,90.0,8
7293,Thanisandra,2,1185.0,2.0,42.67,211
7294,Banashankari,3,1800.0,3.0,125.0,26
7295,Electronics City Phase 1,2,940.0,2.0,44.0,76
7296,Marathahalli,3,1530.0,3.0,71.0,162
7297,others,2,1050.0,2.0,48.0,232
7298,Subramanyapura,2,929.0,2.0,49.0,207
7299,Banjara Layout,4,3750.0,5.0,145.0,32
7300,Whitefield,3,1530.0,3.0,75.0,226
7301,others,2,900.0,2.0,48.0,232
7302,others,2,978.0,2.0,34.22,232
7303,Ambalipura,1,770.0,1.0,43.82,12
7304,Kaval Byrasandra,2,1066.0,2.0,55.0,134
7305,Electronic City,1,635.0,1.0,28.0,74
7306,Whitefield,2,1015.0,2.0,45.0,226
7307,Hebbal,2,1175.0,2.0,54.05,92
7308,Vidyaranyapura,2,1188.0,2.0,50.0,221
7309,others,1,620.0,1.0,25.0,232
7310,others,2,1210.0,2.0,75.0,232
7311,Rajaji Nagar,3,1500.0,2.0,99.0,187
7312,Thanisandra,2,1185.0,2.0,43.66,211
7313,Basavangudi,3,1600.0,3.0,130.0,35
7314,Yelahanka,2,1300.0,2.0,69.23,228
7315,Kasavanhalli,2,1100.0,2.0,68.0,131
7316,Ambalipura,2,860.0,2.0,28.93,12
7317,Panathur,2,1007.0,2.0,64.0,181
7318,Akshaya Nagar,2,1100.0,2.0,48.0,11
7319,Whitefield,2,1187.0,2.0,38.0,226
7320,R.T. Nagar,2,1150.0,2.0,72.0,184
7321,others,2,1180.0,2.0,41.94,232
7322,Budigere,3,1820.0,3.0,85.2,52
7323,KR Puram,4,3628.0,4.0,246.0,116
7324,others,3,1430.0,3.0,70.0,232
7325,Kanakpura Road,2,700.0,2.0,40.0,128
7326,others,2,1200.0,1.0,70.0,232
7327,Old Madras Road,2,1165.0,2.0,40.77,178
7328,Jalahalli,3,1569.0,3.0,118.0,112
7329,others,3,1950.0,4.0,95.0,232
7330,others,2,1200.0,3.0,70.0,232
7331,Yelahanka New Town,3,2437.0,3.0,125.0,229
7332,Marathahalli,2,950.0,2.0,46.7,162
7333,Bellandur,3,1685.0,3.0,115.0,40
7334,Green Glen Layout,4,3270.0,4.0,205.0,83
7335,others,3,1250.0,3.0,40.0,232
7336,others,2,1130.0,2.0,68.0,232
7337,Whitefield,3,2247.0,3.0,145.0,226
7338,Marathahalli,3,1550.0,3.0,85.0,162
7339,Hoodi,3,1715.0,2.0,100.0,97
7340,Hennur Road,2,1053.0,2.0,53.0,96
7341,Begur Road,3,1200.0,3.0,50.0,39
7342,Chikkabanavar,5,2400.0,4.0,97.0,58
7343,others,2,1245.0,1.0,60.0,232
7344,Whitefield,4,3940.0,5.0,265.0,226
7345,Thanisandra,3,1241.0,2.0,65.0,211
7346,Raja Rajeshwari Nagar,2,1090.0,2.0,57.0,186
7347,others,3,1390.0,2.0,50.0,232
7348,Kanakpura Road,3,1100.0,2.0,52.97,128
7349,Koramangala,2,1350.0,2.0,103.0,145
7350,others,2,800.0,2.0,55.0,232
7351,Sarjapur  Road,3,1787.0,3.0,116.0,196
7352,Sarjapur  Road,3,1691.0,3.0,93.01,196
7353,Chikka Tirupathi,3,2325.0,3.0,95.0,57
7354,Akshaya Nagar,3,1896.0,3.0,102.0,11
7355,Banashankari Stage V,3,1540.0,3.0,48.51,29
7356,others,2,1244.0,2.0,95.0,232
7357,Hormavu,3,1365.0,2.0,65.0,100
7358,Thanisandra,1,580.0,1.0,27.5,211
7359,8th Phase JP Nagar,2,1513.0,2.0,62.0,7
7360,Banashankari,2,1175.0,2.0,41.13,26
7361,Thanisandra,3,2087.0,4.0,139.0,211
7362,Talaghattapura,3,2273.0,3.0,145.0,210
7363,Thanisandra,3,2050.0,3.0,150.0,211
7364,others,2,1200.0,2.0,75.0,232
7365,Whitefield,2,1190.0,2.0,59.0,226
7366,Marathahalli,2,1019.0,2.0,49.86,162
7367,Thigalarapalya,3,1830.0,3.0,133.0,212
7368,Sarjapur  Road,2,1028.0,2.0,56.0,196
7369,Old Madras Road,2,1300.0,2.0,100.0,178
7370,Whitefield,2,1160.0,2.0,67.0,226
7371,Mahadevpura,3,1505.0,3.0,78.0,157
7372,Sarjapur,2,1175.0,2.0,41.68,195
7373,others,2,1100.0,2.0,57.6,232
7374,others,3,2159.0,3.0,120.0,232
7375,Devanahalli,2,1230.0,2.0,56.45,65
7376,others,5,3100.0,6.0,165.0,232
7377,others,1,1200.0,1.0,48.0,232
7378,others,2,1340.0,2.0,71.0,232
7379,Banashankari,3,1750.0,2.0,89.0,26
7380,Banashankari Stage II,2,1400.0,2.0,100.0,27
7381,Nagarbhavi,3,1350.0,3.0,60.0,170
7382,others,3,1675.0,3.0,62.0,232
7383,Thanisandra,2,1340.0,2.0,66.33,211
7384,Hulimavu,2,1276.0,2.0,76.0,105
7385,Ramagondanahalli,3,1738.0,2.0,76.0,189
7386,others,2,1190.0,2.0,59.9,232
7387,Electronic City,2,1128.0,2.0,65.45,74
7388,others,2,1250.0,2.0,55.0,232
7389,others,2,1450.0,2.0,90.0,232
7390,Kudlu,2,1084.0,2.0,53.0,148
7391,Kaggadasapura,4,2150.0,4.0,90.0,119
7392,Hosur Road,2,1250.0,2.0,65.0,104
7393,Begur,3,1304.0,3.0,65.0,38
7394,7th Phase JP Nagar,2,980.0,2.0,77.44,6
7395,others,2,1275.0,2.0,49.5,232
7396,Banjara Layout,3,2500.0,4.0,140.0,32
7397,others,4,3600.0,4.0,225.0,232
7398,Anekal,3,2400.0,4.0,95.0,17
7399,Kanakpura Road,3,1450.0,2.0,70.18,128
7400,Electronic City,2,890.0,2.0,40.0,74
7401,Bannerghatta Road,2,1340.0,2.0,85.0,34
7402,Vidyaranyapura,3,1100.0,2.0,75.0,221
7403,Kengeri,2,750.0,2.0,40.0,136
7404,Akshaya Nagar,2,1300.0,2.0,66.0,11
7405,others,3,1900.0,2.0,92.0,232
7406,Kanakpura Road,2,1299.0,2.0,105.0,128
7407,others,3,1250.0,3.0,40.0,232
7408,others,2,925.0,2.0,55.0,232
7409,others,3,3900.0,3.0,250.0,232
7410,Uttarahalli,2,1107.0,2.0,45.0,218
7411,Electronics City Phase 1,2,1300.0,2.0,67.0,76
7412,others,3,1715.0,3.0,95.0,232
7413,Uttarahalli,2,1200.0,2.0,55.0,218
7414,Talaghattapura,2,921.0,2.0,29.47,210
7415,Marathahalli,2,1144.0,2.0,65.0,162
7416,Kanakpura Road,1,525.0,1.0,26.01,128
7417,others,3,1400.0,2.0,56.0,232
7418,Balagere,1,661.0,1.0,33.0,25
7419,Yelahanka,3,1705.0,3.0,91.0,228
7420,Kadugodi,3,1430.0,2.0,55.0,118
7421,Marathahalli,2,1240.0,2.0,55.0,162
7422,Uttarahalli,3,1330.0,2.0,46.45,218
7423,Banashankari Stage III,3,1500.0,2.0,100.0,28
7424,Cox Town,2,1073.0,2.0,72.0,62
7425,Kudlu,2,1300.0,2.0,56.0,148
7426,Whitefield,2,1216.0,2.0,66.88,226
7427,Jigani,3,1252.0,3.0,59.0,114
7428,Hormavu,2,1196.0,2.0,44.8,100
7429,Kudlu,2,1027.0,2.0,44.0,148
7430,others,3,1270.0,2.0,57.15,232
7431,Mico Layout,2,1171.0,2.0,39.0,164
7432,Kothannur,3,1215.0,2.0,48.6,146
7433,others,1,600.0,1.0,20.0,232
7434,Whitefield,2,1180.0,2.0,77.0,226
7435,Electronic City Phase II,2,1160.0,2.0,33.51,75
7436,Whitefield,3,2140.0,3.0,139.0,226
7437,Yeshwanthpur,3,1500.0,3.0,100.0,231
7438,Banaswadi,2,1008.0,2.0,52.0,31
7439,Ambedkar Nagar,3,1921.0,4.0,129.0,13
7440,Rajaji Nagar,3,1621.0,3.0,124.0,187
7441,others,3,1030.0,2.0,77.25,232
7442,Whitefield,2,1314.0,2.0,84.0,226
7443,Choodasandra,3,1220.0,3.0,56.0,60
7444,JP Nagar,3,1590.0,2.0,85.0,110
7445,Shivaji Nagar,2,703.0,2.0,49.5,202
7446,Hosakerehalli,3,1795.0,3.0,64.62,102
7447,Gottigere,4,3000.0,3.0,132.0,82
7448,Sarjapur  Road,4,4395.0,4.0,242.0,196
7449,Electronic City,2,825.0,2.0,35.0,74
7450,others,3,1254.0,2.0,70.0,232
7451,Ramagondanahalli,3,2040.0,3.0,114.0,189
7452,others,3,1820.0,3.0,79.5,232
7453,Horamavu Agara,3,1623.0,3.0,89.0,98
7454,Electronic City,2,1200.0,2.0,40.5,74
7455,Gottigere,3,1613.0,3.0,72.0,82
7456,others,2,1293.0,2.0,80.0,232
7457,Kudlu Gate,2,940.0,2.0,69.57,149
7458,Sarjapur  Road,3,1181.0,2.0,65.0,196
7459,Marathahalli,1,1100.0,2.0,75.0,162
7460,others,2,1050.0,2.0,36.0,232
7461,Subramanyapura,3,1260.0,2.0,75.0,207
7462,others,3,1500.0,3.0,56.0,232
7463,others,2,1000.0,2.0,66.0,232
7464,Whitefield,3,1530.0,3.0,73.0,226
7465,others,3,1864.0,3.0,115.0,232
7466,Sarjapur,3,1575.0,3.0,55.0,195
7467,Raja Rajeshwari Nagar,2,945.0,2.0,45.0,186
7468,Sarjapur  Road,3,1691.0,3.0,100.0,196
7469,Electronic City Phase II,3,1220.0,3.0,35.25,75
7470,Kengeri,1,600.0,1.0,35.0,136
7471,Whitefield,2,1160.0,2.0,39.0,226
7472,others,3,1950.0,2.0,89.5,232
7473,Vittasandra,3,1650.0,3.0,85.0,225
7474,others,4,2400.0,4.0,150.0,232
7475,Abbigere,2,795.0,1.0,32.6,10
7476,Kalyan nagar,3,2285.0,4.0,165.0,123
7477,others,2,1263.0,2.0,51.5,232
7478,Hennur,3,1345.0,2.0,69.0,95
7479,others,5,4400.0,5.0,240.0,232
7480,Electronic City,3,1360.0,2.0,58.0,74
7481,Sarjapur  Road,2,1026.0,2.0,60.55,196
7482,others,2,1050.0,2.0,38.0,232
7483,Uttarahalli,3,1460.0,3.0,76.0,218
7484,others,3,1525.0,2.0,91.48,232
7485,Kanakpura Road,3,1843.0,3.0,85.0,128
7486,Koramangala,3,1642.0,2.0,115.0,145
7487,others,2,975.0,2.0,60.0,232
7488,Bisuvanahalli,3,1075.0,2.0,44.0,46
7489,Panathur,2,1210.0,2.0,77.93,181
7490,others,3,2000.0,3.0,100.0,232
7491,Akshaya Nagar,2,1225.0,2.0,68.0,11
7492,Jakkur,2,1290.0,2.0,80.04,111
7493,others,2,1220.0,2.0,56.0,232
7494,others,1,1500.0,2.0,85.0,232
7495,Kaggadasapura,2,1361.0,2.0,79.0,119
7496,1st Phase JP Nagar,2,1394.0,2.0,85.0,1
7497,Yelahanka,2,870.0,2.0,27.0,228
7498,others,4,5000.0,5.0,300.0,232
7499,Rajaji Nagar,2,1222.0,2.0,98.0,187
7500,Bellandur,3,1846.0,3.0,135.0,40
7501,Yeshwanthpur,2,1167.0,2.0,64.08,231
7502,Kannamangala,4,2422.0,4.0,135.0,129
7503,others,2,1000.0,2.0,50.0,232
7504,Kundalahalli,2,1260.0,2.0,58.0,151
7505,Jigani,2,939.0,2.0,39.0,114
7506,Jalahalli,1,600.0,1.0,37.0,112
7507,8th Phase JP Nagar,2,1298.0,2.0,59.0,7
7508,Marathahalli,3,1710.0,3.0,135.0,162
7509,Subramanyapura,2,1000.0,2.0,45.0,207
7510,Ramagondanahalli,3,3350.0,3.0,150.0,189
7511,others,2,1100.0,2.0,68.0,232
7512,Jalahalli,1,615.0,1.0,46.0,112
7513,Sarjapur  Road,2,1350.0,2.0,85.0,196
7514,Sultan Palaya,4,5000.0,5.0,325.0,208
7515,Hegde Nagar,3,1718.0,3.0,130.0,94
7516,7th Phase JP Nagar,3,1680.0,3.0,112.0,6
7517,Hulimavu,2,1500.0,2.0,90.0,105
7518,Sarjapur  Road,3,1157.0,2.0,72.0,196
7519,Akshaya Nagar,2,1179.0,2.0,51.0,11
7520,Hulimavu,2,1564.9842423276207,2.0,60.48,105
7521,Jalahalli East,2,1010.0,2.0,52.0,113
7522,Electronic City,1,630.0,1.0,46.0,74
7523,Anekal,2,1200.0,2.0,36.1,17
7524,Kaval Byrasandra,2,1025.0,2.0,60.0,134
7525,Hennur Road,2,1195.0,2.0,59.0,96
7526,Whitefield,2,1012.0,2.0,58.0,226
7527,Hegde Nagar,3,1884.0,4.0,118.0,94
7528,Sarjapura - Attibele Road,2,1090.0,2.0,37.0,197
7529,Harlur,3,1710.0,3.0,85.0,91
7530,Uttarahalli,3,1500.0,3.0,68.0,218
7531,Kodichikkanahalli,3,1310.0,2.0,53.0,139
7532,Dommasandra,2,674.0,1.0,19.9,72
7533,Hoodi,3,1350.0,3.0,70.0,97
7534,others,3,1464.0,2.0,115.0,232
7535,Electronic City,3,1400.0,2.0,40.45,74
7536,Electronic City Phase II,3,1625.0,2.0,48.75,75
7537,Electronic City,2,1065.0,2.0,30.76,74
7538,others,3,1385.0,3.0,90.0,232
7539,CV Raman Nagar,2,1040.0,2.0,50.0,53
7540,Haralur Road,3,1817.0,3.0,110.0,90
7541,others,2,1205.0,2.0,47.0,232
7542,others,2,1070.0,2.0,33.43,232
7543,others,2,1070.0,2.0,52.0,232
7544,Amruthahalli,2,1340.0,2.0,75.0,14
7545,Kalena Agrahara,2,980.0,2.0,35.0,122
7546,8th Phase JP Nagar,2,1006.0,2.0,44.0,7
7547,Thanisandra,2,1098.0,2.0,71.0,211
7548,Mico Layout,2,1200.0,2.0,53.5,164
7549,Thigalarapalya,4,4190.0,4.0,325.0,212
7550,Sarjapur  Road,2,1019.0,2.0,62.0,196
7551,Whitefield,2,1150.0,2.0,40.21,226
7552,Anekal,3,1733.5,3.0,120.0,17
7553,others,3,1750.0,3.0,58.0,232
7554,others,3,1537.0,3.0,81.0,232
7555,others,2,1050.0,2.0,45.0,232
7556,Kanakpura Road,3,1452.0,3.0,55.6,128
